lat;lon;ele;time;temperature
47.585067;12.162115;496.1249;2024-08-23T16:25:47.392Z;28.648973453061323
47.585162;12.162097;496.084128;2024-08-23T16:25:48.599Z;28.836168926701117
47.585243;12.162087;496.049525;2024-08-23T16:25:49.619Z;28.803945923433922
47.585482;12.162068;495.947633;2024-08-23T16:25:52.530Z;28.268242525933942
47.585574;12.162065;495.908458;2024-08-23T16:25:53.713Z;29.148060138532287
47.586244;12.162076;495.52724;2024-08-23T16:26:01.642Z;29.130527636089944
47.58642;12.162091;495.417758;2024-08-23T16:26:03.691Z;29.00255672832123
47.58658;12.162106;495.318195;2024-08-23T16:26:05.491Z;28.882706433312425
47.586696;12.162118;495.24598;2024-08-23T16:26:06.997Z;28.292314628974793
47.586778;12.162122;495.195027;2024-08-23T16:26:07.910Z;28.78967733861732
47.586944;12.162143;495.091561;2024-08-23T16:26:09.889Z;28.828642741736616
47.587019;12.162153;495.044796;2024-08-23T16:26:11.017Z;28.59886136538919
47.587072;12.162161;495.011711;2024-08-23T16:26:11.614Z;28.914357144166996
47.587213;12.162229;494.919629;2024-08-23T16:26:13.650Z;29.19702542840727
47.587342;12.162268;494.837868;2024-08-23T16:26:16.136Z;29.938092950605267
47.587462;12.162351;494.755633;2024-08-23T16:26:18.642Z;29.082288906415922
47.587535;12.162402;494.765726;2024-08-23T16:26:19.795Z;29.123775195361382
47.5876;12.162368;494.98446;2024-08-23T16:26:20.996Z;28.957777042116916
47.587634;12.162278;495.205253;2024-08-23T16:26:22.489Z;28.03561439235048
47.587631;12.162222;495.325491;2024-08-23T16:26:23.374Z;28.98174306227539
47.587716;12.162106;495.692104;2024-08-23T16:26:25.538Z;29.025115104970514
47.587877;12.16203;496.228299;2024-08-23T16:26:28.788Z;30.226621056242642
47.588016;12.162001;496.673753;2024-08-23T16:26:32.073Z;28.89881951760944
47.588129;12.161981;497.034898;2024-08-23T16:26:34.647Z;29.145773671166808
47.58835;12.161958;497.737955;2024-08-23T16:26:40.772Z;28.977644115147378
47.588449;12.161647;498.474016;2024-08-23T16:26:47.550Z;28.410660981190237
47.58851;12.161375;499.087527;2024-08-23T16:26:54.471Z;29.56641140725751
47.588803;12.161017;500.292385;2024-08-23T16:27:08.137Z;29.370966516343387
47.589003;12.160747;501.751833;2024-08-23T16:27:17.716Z;29.390515973521524
47.589182;12.160466;503.262661;2024-08-23T16:27:27.897Z;28.54030627260263
47.58934;12.160138;504.838161;2024-08-23T16:27:38.632Z;29.696397155468052
47.589528;12.159644;507.055273;2024-08-23T16:27:52.887Z;28.29407446860386
47.589543;12.159592;507.276337;2024-08-23T16:27:54.200Z;29.288428546900136
47.589897;12.158037;513.881678;2024-08-23T16:28:38.091Z;30.090227812904992
47.590012;12.157579;515.919772;2024-08-23T16:28:50.598Z;28.499731837434656
47.590067;12.157445;516.573949;2024-08-23T16:28:54.346Z;28.711851135198614
47.590181;12.157261;517.615927;2024-08-23T16:29:00.165Z;29.04482568254382
47.590424;12.156992;519.49109;2024-08-23T16:29:11.525Z;28.7432621729419
47.590527;12.156822;520.444112;2024-08-23T16:29:17.586Z;28.219668284466934
47.59083;12.15605;524.592101;2024-08-23T16:29:44.445Z;29.029281487403015
47.591028;12.155638;527.107561;2024-08-23T16:30:01.464Z;28.46384814313695
47.591105;12.155546;527.83662;2024-08-23T16:30:06.389Z;29.23179621531759
47.591254;12.155444;529.046562;2024-08-23T16:30:14.104Z;28.5352878828831
47.59149;12.155384;530.811889;2024-08-23T16:30:25.006Z;29.76996720250877
47.592001;12.155454;534.595335;2024-08-23T16:30:45.734Z;28.603373353831884
47.592059;12.155463;535.025282;2024-08-23T16:30:48.182Z;28.83396924189716
47.592199;12.155493;536.011125;2024-08-23T16:30:53.828Z;29.401758608684837
47.59232;12.155552;536.886298;2024-08-23T16:30:59.030Z;28.37956784178302
47.592449;12.155696;537.995726;2024-08-23T16:31:05.867Z;29.108729967302065
47.593149;12.157124;546.175925;2024-08-23T16:32:00.057Z;29.648571377141216
47.593263;12.157284;547.254431;2024-08-23T16:32:05.091Z;28.191258382719386
47.593376;12.157342;547.997453;2024-08-23T16:32:09.867Z;29.08731692926615
47.593435;12.157337;548.338087;2024-08-23T16:32:11.833Z;29.124941397124214
47.593532;12.157269;548.956535;2024-08-23T16:32:14.905Z;29.385911435888655
47.593564;12.157214;549.238901;2024-08-23T16:32:16.545Z;28.37652464456096
47.593607;12.157027;550.006901;2024-08-23T16:32:22.134Z;28.334771693457864
47.593566;12.15671;551.261598;2024-08-23T16:32:29.081Z;29.25597078280845
47.593472;12.156405;552.565135;2024-08-23T16:32:38.331Z;29.143492336616593
47.593245;12.155909;554.895246;2024-08-23T16:32:53.616Z;29.12024642517294
47.593112;12.155557;556.463672;2024-08-23T16:33:05.213Z;29.16822410474849
47.592718;12.154169;563.304136;2024-08-23T16:33:41.361Z;28.654987639210756
47.592675;12.153917;564.543119;2024-08-23T16:33:47.688Z;29.111126848580504
47.592683;12.153174;568.085003;2024-08-23T16:34:11.239Z;29.14153623664934
47.592701;12.152921;569.297593;2024-08-23T16:34:20.014Z;28.637824290986817
47.592753;12.15279;570.022121;2024-08-23T16:34:25.517Z;29.92788725557238
47.592919;12.152639;571.733067;2024-08-23T16:34:35.889Z;29.231916460455896
47.59304;12.152606;573.000727;2024-08-23T16:34:42.585Z;28.399348251398678
47.593275;12.152649;575.440462;2024-08-23T16:34:55.795Z;29.323276804316915
47.594114;12.153207;584.914976;2024-08-23T16:35:48.520Z;28.50765916488634
47.595281;12.154186;597.940008;2024-08-23T16:37:05.239Z;29.388542301871226
47.595692;12.154464;602.2086;2024-08-23T16:37:27.543Z;29.574297789503703
47.596465;12.154852;608.797716;2024-08-23T16:38:06.417Z;28.584658840824147
47.597042;12.155273;613.042769;2024-08-23T16:38:32.073Z;29.476688064622163
47.597251;12.155518;614.801453;2024-08-23T16:38:42.369Z;29.20139046346825
47.597427;12.155802;616.518466;2024-08-23T16:38:52.246Z;29.406030079997247
47.597547;12.155851;617.340107;2024-08-23T16:38:57.134Z;29.943396491326975
47.597621;12.155839;617.831517;2024-08-23T16:39:00.035Z;28.872305941998565
47.597685;12.155806;618.286176;2024-08-23T16:39:02.716Z;28.618131917821255
47.597766;12.155689;619.058916;2024-08-23T16:39:06.861Z;28.55024278518724
47.597836;12.155417;620.400566;2024-08-23T16:39:14.371Z;28.587094857517283
47.597836;12.155158;621.594125;2024-08-23T16:39:20.802Z;28.95644914529295
47.597879;12.154815;623.201867;2024-08-23T16:39:30.022Z;29.165575987408324
47.598111;12.154151;626.64815;2024-08-23T16:39:49.362Z;29.13334539966501
47.598137;12.153765;628.43581;2024-08-23T16:40:00.453Z;29.408591624518014
47.59804;12.15314;631.956921;2024-08-23T16:40:22.871Z;29.001500945938954
47.598017;12.15267;635.321446;2024-08-23T16:40:41.578Z;29.72176703857866
47.598046;12.152327;637.789567;2024-08-23T16:40:55.037Z;28.862671583381022
47.598134;12.151796;641.693606;2024-08-23T16:41:16.675Z;30.35508458329481
47.598258;12.151434;644.592549;2024-08-23T16:41:32.994Z;29.292833673882505
47.598328;12.151331;645.636639;2024-08-23T16:41:39.091Z;28.55142122179186
47.598353;12.151304;645.964095;2024-08-23T16:41:41.247Z;28.444553750969444
47.59843;12.151222;646.967807;2024-08-23T16:41:47.659Z;29.221236207621594
47.598568;12.151162;648.490455;2024-08-23T16:41:56.780Z;28.868268607337075
47.5995;12.151103;655.10698;2024-08-23T16:42:48.492Z;29.337000247046046
47.599561;12.151016;655.677049;2024-08-23T16:42:52.070Z;29.21661881228677
47.599597;12.150966;656.00928;2024-08-23T16:42:54.029Z;28.943585543671563
47.599638;12.150503;658.130301;2024-08-23T16:43:04.453Z;28.556603140965798
47.59971;12.150353;658.966593;2024-08-23T16:43:07.603Z;28.222576387657067
47.599971;12.150235;660.804533;2024-08-23T16:43:13.608Z;28.75674252396649
47.600137;12.150278;661.699722;2024-08-23T16:43:17.185Z;29.408199397161738
47.600564;12.150735;663.213529;2024-08-23T16:43:28.731Z;29.087046872065102
47.60086;12.150936;664.149426;2024-08-23T16:43:36.104Z;28.357130610644006
47.601132;12.151068;664.972167;2024-08-23T16:43:41.647Z;29.066590462925593
47.601309;12.151106;665.486307;2024-08-23T16:43:45.297Z;29.17265868986442
47.601379;12.150982;665.799788;2024-08-23T16:43:47.986Z;28.538071281899434
47.601381;12.150836;666.082856;2024-08-23T16:43:50.394Z;29.056862552972763
47.601352;12.15075;666.269245;2024-08-23T16:43:52.116Z;29.009104359223
47.601244;12.15073;666.582133;2024-08-23T16:43:56.093Z;28.40851485108469
47.601035;12.150763;668.019167;2024-08-23T16:44:05.015Z;29.158893680174142
47.600886;12.150711;669.200246;2024-08-23T16:44:12.876Z;29.26039226318412
47.600766;12.1506;670.291498;2024-08-23T16:44:20.729Z;29.52152562158764
47.600612;12.150415;671.820678;2024-08-23T16:44:31.586Z;29.506901026017452
47.600313;12.149802;675.756972;2024-08-23T16:44:59.267Z;28.291165316021456
47.600263;12.149701;676.408874;2024-08-23T16:45:03.918Z;28.511087480042438
47.600116;12.149336;678.620858;2024-08-23T16:45:14.269Z;29.23751763360433
47.600093;12.149044;680.150424;2024-08-23T16:45:22.846Z;29.236892975456104
47.600117;12.148817;680.991053;2024-08-23T16:45:28.432Z;29.237523843153024
47.600127;12.148718;681.273676;2024-08-23T16:45:32.254Z;30.90636574532736
47.600409;12.147706;684.365178;2024-08-23T16:46:03.015Z;29.265445255346584
47.600425;12.147464;685.051683;2024-08-23T16:46:08.700Z;29.5477828200903
47.600408;12.147308;685.497826;2024-08-23T16:46:11.182Z;29.457000881746602
47.600274;12.147199;686.137734;2024-08-23T16:46:16.647Z;29.3056956256529
47.599808;12.147067;688.082351;2024-08-23T16:46:25.644Z;28.822365377679827
47.599536;12.146926;687.119662;2024-08-23T16:46:28.894Z;29.359484610246636
47.599373;12.146628;686.255188;2024-08-23T16:46:31.581Z;28.593587392731216
47.599215;12.14614;685.035598;2024-08-23T16:46:35.132Z;28.861590696629996
47.599154;12.145798;684.238599;2024-08-23T16:46:37.667Z;28.73731822608545
47.599153;12.145545;683.6686;2024-08-23T16:46:39.382Z;29.02093706969316
47.599217;12.145155;682.764315;2024-08-23T16:46:41.907Z;30.137329283336754
47.599282;12.145013;682.377652;2024-08-23T16:46:42.955Z;28.046367403704128
47.59937;12.144928;681.984371;2024-08-23T16:46:43.899Z;29.323130095187256
47.599592;12.144833;680.706738;2024-08-23T16:46:45.996Z;28.173642064405175
47.600541;12.144616;675.397228;2024-08-23T16:46:54.647Z;28.744034067105282
47.600616;12.144571;674.949861;2024-08-23T16:46:55.364Z;29.524475298483683
47.600711;12.144465;674.292484;2024-08-23T16:46:56.445Z;29.012140009547732
47.60081;12.144285;673.426409;2024-08-23T16:46:57.925Z;28.44112761103535
47.600876;12.143926;672.122001;2024-08-23T16:47:00.435Z;28.622348145370015
47.600881;12.143667;671.905953;2024-08-23T16:47:02.502Z;29.319798874467338
47.600877;12.143475;671.745783;2024-08-23T16:47:04.280Z;28.61481668414143
47.600743;12.142791;671.151864;2024-08-23T16:47:11.037Z;29.088229294790988
47.600652;12.142566;670.933094;2024-08-23T16:47:13.405Z;29.002785919951908
47.600561;12.14245;670.784708;2024-08-23T16:47:15.032Z;28.654199826197093
47.600007;12.141942;669.979259;2024-08-23T16:47:24.270Z;30.051972044662662
47.599885;12.141785;669.422188;2024-08-23T16:47:26.042Z;29.296959511159006
47.599722;12.141367;668.007854;2024-08-23T16:47:29.502Z;27.967428706671196
47.599461;12.140977;666.398419;2024-08-23T16:47:33.231Z;29.073227157384714
47.598441;12.139858;660.699033;2024-08-23T16:47:44.838Z;28.649106767615805
47.598195;12.139515;659.006447;2024-08-23T16:47:47.907Z;29.406216667398112
47.597846;12.139156;656.877332;2024-08-23T16:47:51.830Z;28.58373963078365
47.596511;12.13817;651.437691;2024-08-23T16:48:06.636Z;28.922631779266553
47.595861;12.137673;649.794153;2024-08-23T16:48:14.930Z;29.23249363949023
47.595486;12.137305;649.0804;2024-08-23T16:48:20.399Z;29.41287759708506
47.595283;12.137177;649.136047;2024-08-23T16:48:23.407Z;28.379851796472114
47.594436;12.136831;649.357675;2024-08-23T16:48:37.303Z;28.812749382079527
47.593908;12.136772;649.491249;2024-08-23T16:48:45.737Z;28.74252734441952
47.593458;12.136668;650.60688;2024-08-23T16:48:55.484Z;28.653335383713145
47.593018;12.136639;651.808494;2024-08-23T16:49:09.473Z;29.862727120140548
47.592837;12.136511;652.355591;2024-08-23T16:49:16.002Z;29.182490855480477
47.592751;12.136399;652.667866;2024-08-23T16:49:18.685Z;28.34955802283248
47.592384;12.135834;654.111201;2024-08-23T16:49:33.598Z;29.438930973527388
47.59208;12.135176;654.833081;2024-08-23T16:49:45.371Z;30.04107809850632
47.592046;12.135044;654.927008;2024-08-23T16:49:47.815Z;29.496232630275575
47.591833;12.133503;655.97266;2024-08-23T16:50:08.178Z;28.220315017022994
47.5918;12.133064;656.091541;2024-08-23T16:50:11.828Z;28.737882963566875
47.591822;12.132764;655.865238;2024-08-23T16:50:14.009Z;29.58845557459331
47.59187;12.132478;655.64422;2024-08-23T16:50:16.101Z;28.60116526719061
47.592008;12.132131;655.342122;2024-08-23T16:50:19.269Z;29.176909714073112
47.592617;12.131179;654.358118;2024-08-23T16:50:30.341Z;29.342317026714667
47.592702;12.130987;654.185884;2024-08-23T16:50:32.364Z;28.491534764210957
47.592797;12.130636;653.632817;2024-08-23T16:50:35.307Z;28.9252373219691
47.59281;12.130594;653.565036;2024-08-23T16:50:35.718Z;27.334366329965462
47.592895;12.13028;653.068767;2024-08-23T16:50:38.257Z;28.44280617933285
47.592945;12.130152;652.851806;2024-08-23T16:50:39.341Z;28.828715924303417
47.593057;12.129957;652.476125;2024-08-23T16:50:41.226Z;28.331108409017574
47.593208;12.129807;652.080834;2024-08-23T16:50:43.147Z;29.771205651965815
47.59337;12.129703;651.696901;2024-08-23T16:50:45.062Z;28.239929311019683
47.593631;12.129531;651.075723;2024-08-23T16:50:48.165Z;28.734977756651507
47.593769;12.129362;650.686466;2024-08-23T16:50:50.119Z;29.020370288643043
47.59386;12.129086;650.195155;2024-08-23T16:50:52.290Z;29.675636644533057
47.593864;12.128569;648.589604;2024-08-23T16:50:55.726Z;28.237068924410277
47.593843;12.128009;646.847944;2024-08-23T16:50:59.307Z;29.536581876077477
47.593824;12.127461;645.143986;2024-08-23T16:51:02.726Z;28.96011653050979
47.593785;12.127233;644.413555;2024-08-23T16:51:04.211Z;28.46424567447602
47.593569;12.126673;642.410232;2024-08-23T16:51:08.323Z;29.186051737131635
47.59351;12.126461;641.700786;2024-08-23T16:51:09.767Z;29.054529847786732
47.593504;12.126328;641.290733;2024-08-23T16:51:10.626Z;28.6548915614206
47.593559;12.125995;640.236075;2024-08-23T16:51:12.830Z;28.989901042495006
47.593732;12.125542;638.634617;2024-08-23T16:51:16.213Z;28.762343201569117
47.593917;12.124947;636.619102;2024-08-23T16:51:20.451Z;29.01175867262562
47.594108;12.123214;631.976295;2024-08-23T16:51:31.810Z;29.28606533726052
47.594138;12.122846;631.17299;2024-08-23T16:51:34.432Z;29.748008408072675
47.594101;12.122465;630.338802;2024-08-23T16:51:37.139Z;28.336092250586574
47.593878;12.121876;628.874965;2024-08-23T16:51:41.946Z;30.02151668732813
47.593831;12.121607;628.27276;2024-08-23T16:51:43.899Z;27.978956100238747
47.593844;12.121415;627.891713;2024-08-23T16:51:45.292Z;28.879107452482206
47.593927;12.121007;627.195204;2024-08-23T16:51:48.310Z;29.249158603242286
47.59405;12.120378;626.124831;2024-08-23T16:51:52.886Z;29.095495933867515
47.594079;12.12014;625.72955;2024-08-23T16:51:54.621Z;28.643650240089702
47.594087;12.120028;625.545476;2024-08-23T16:51:55.441Z;28.85093887482136
47.594171;12.118902;623.69394;2024-08-23T16:52:03.647Z;28.708499532670583
47.594178;12.118788;623.645228;2024-08-23T16:52:04.446Z;28.66031762152789
47.594202;12.118474;623.640304;2024-08-23T16:52:06.744Z;29.37980104851051
47.594222;12.118064;623.633899;2024-08-23T16:52:09.846Z;29.133507742982523
47.594246;12.117952;623.632068;2024-08-23T16:52:10.803Z;28.608545202369672
47.594202;12.117938;623.631028;2024-08-23T16:52:11.336Z;29.404799937716625
47.593874;12.117959;623.623443;2024-08-23T16:52:15.557Z;29.108649760438304
47.593809;12.117953;623.621938;2024-08-23T16:52:16.511Z;29.361431059419477
47.593632;12.11786;623.617599;2024-08-23T16:52:19.537Z;29.269814420961804
47.593515;12.117781;623.614629;2024-08-23T16:52:21.935Z;28.540502494538963
47.593359;12.11769;623.610756;2024-08-23T16:52:25.455Z;28.674909479901512
47.593246;12.117589;623.607707;2024-08-23T16:52:28.534Z;29.32864680256163
47.592985;12.117279;624.795393;2024-08-23T16:52:37.621Z;29.26018513271673
47.592879;12.1171;625.67528;2024-08-23T16:52:42.297Z;28.944549203017925
47.592725;12.116771;627.154537;2024-08-23T16:52:50.932Z;29.01366369165439
47.592507;12.116075;629.989097;2024-08-23T16:53:10.726Z;29.59383244789421
47.592481;12.115984;630.354146;2024-08-23T16:53:13.708Z;28.659214305582083
47.592259;12.114959;634.843999;2024-08-23T16:53:46.112Z;29.22854869058502
47.592046;12.11438;638.710335;2024-08-23T16:54:07.129Z;28.85390367378305
47.591841;12.113742;642.853222;2024-08-23T16:54:30.652Z;28.846159398386387
47.591765;12.113438;644.753839;2024-08-23T16:54:41.701Z;29.504388425993593
47.591757;12.113122;646.607605;2024-08-23T16:54:52.744Z;29.367708174494012
47.591867;12.112262;652.530788;2024-08-23T16:55:24.587Z;29.361754818000318
47.591872;12.112188;653.097117;2024-08-23T16:55:27.471Z;29.607739403577163
47.591863;12.111691;656.883125;2024-08-23T16:55:46.680Z;28.96550192081638
47.591461;12.108957;679.826248;2024-08-23T16:57:45.941Z;29.29597648564748
47.591416;12.108653;682.636987;2024-08-23T16:58:00.930Z;28.79986662170327
47.591339;12.108186;686.978624;2024-08-23T16:58:24.203Z;29.11708317624422
47.591287;12.10795;689.22078;2024-08-23T16:58:36.208Z;28.889928472816155
47.591208;12.107595;692.596776;2024-08-23T16:58:54.782Z;29.003497982496356
47.590864;12.106465;704.942831;2024-08-23T16:59:57.417Z;29.252578512718454
47.590612;12.105285;717.367541;2024-08-23T17:01:00.249Z;28.545889658383263
47.590548;12.104943;720.877674;2024-08-23T17:01:18.552Z;30.00119363784273
47.590381;12.103654;733.024641;2024-08-23T17:02:21.381Z;28.451991309250147
47.590269;12.102941;739.799621;2024-08-23T17:02:55.668Z;28.347905693606133
47.590036;12.101712;750.605885;2024-08-23T17:03:51.989Z;29.534055436750034
47.589925;12.101089;755.668762;2024-08-23T17:04:19.392Z;29.350831346981465
47.589856;12.100591;759.6633;2024-08-23T17:04:39.902Z;29.267059908526075
47.589836;12.100379;761.345218;2024-08-23T17:04:48.287Z;29.269172754632137
47.589763;12.09964;766.872043;2024-08-23T17:05:17.025Z;28.94887661357654
47.589687;12.098871;771.401919;2024-08-23T17:05:47.354Z;28.506372814257084
47.589496;12.097697;778.4407;2024-08-23T17:06:26.696Z;28.957902279096864
47.589375;12.097203;781.465581;2024-08-23T17:06:41.650Z;28.581419144243945
47.58925;12.09688;782.437087;2024-08-23T17:06:51.221Z;29.407559866708876
47.588996;12.096198;784.469538;2024-08-23T17:07:08.078Z;28.846471309248933
47.588987;12.096156;784.584506;2024-08-23T17:07:09.017Z;28.507251401603746
47.588915;12.095828;785.484377;2024-08-23T17:07:15.872Z;28.759307079173507
47.588884;12.095429;786.532178;2024-08-23T17:07:23.466Z;29.126465727137813
47.588884;12.09524;787.025243;2024-08-23T17:07:26.369Z;28.638137723598014
47.588876;12.095031;787.571363;2024-08-23T17:07:29.894Z;28.508889802216785
47.588851;12.094722;788.383266;2024-08-23T17:07:34.496Z;29.041843605745957
47.588777;12.093838;789.524176;2024-08-23T17:07:46.813Z;29.04248328555436
47.588741;12.09344;790.036527;2024-08-23T17:07:52.734Z;28.666528412314438
47.58872;12.093204;790.340247;2024-08-23T17:07:56.282Z;28.68448084719084
47.58865;12.092432;791.334098;2024-08-23T17:08:08.509Z;29.03602496867882
47.588553;12.091521;792.148115;2024-08-23T17:08:23.119Z;28.19595782925134
47.588409;12.09062;792.731388;2024-08-23T17:08:35.899Z;28.216268112811726
47.588302;12.090157;793.039687;2024-08-23T17:08:41.491Z;28.560777889373785
47.588182;12.089897;793.238143;2024-08-23T17:08:44.604Z;28.813276424144078
47.5881;12.089779;793.344868;2024-08-23T17:08:46.228Z;29.075453782799006
47.587924;12.089614;793.46735;2024-08-23T17:08:49.032Z;29.657678108474776
47.587797;12.089539;793.45372;2024-08-23T17:08:50.803Z;29.34882981160101
47.587524;12.08947;793.426108;2024-08-23T17:08:54.257Z;28.84003073501829
47.586729;12.089326;793.346253;2024-08-23T17:09:04.420Z;28.910491896048658
47.586175;12.08922;793.41219;2024-08-23T17:09:14.270Z;28.418735317681097
47.585838;12.089076;794.343255;2024-08-23T17:09:21.300Z;28.910743432003805
47.585631;12.088944;794.941462;2024-08-23T17:09:26.103Z;28.775670680539932
47.585296;12.088669;795.958024;2024-08-23T17:09:37.027Z;29.081359280169046
47.584325;12.087777;798.471211;2024-08-23T17:10:11.282Z;28.50638452822384
47.583974;12.087424;798.962038;2024-08-23T17:10:21.499Z;29.179673257120587
47.583824;12.08721;799.202942;2024-08-23T17:10:25.144Z;29.68636945650129
47.583603;12.086737;799.652077;2024-08-23T17:10:31.121Z;28.865619925771572
47.583365;12.08591;799.677164;2024-08-23T17:10:38.979Z;29.120855861049474
47.583341;12.085589;799.086976;2024-08-23T17:10:41.659Z;29.265071995855557
47.583337;12.085354;798.657399;2024-08-23T17:10:43.270Z;28.719389764057084
47.583328;12.084935;797.89133;2024-08-23T17:10:46.022Z;29.03204624090521
47.583288;12.084091;796.345199;2024-08-23T17:10:51.550Z;28.926296200390897
47.58323;12.083847;795.872435;2024-08-23T17:10:53.284Z;28.968838049274417
47.583141;12.083605;795.368741;2024-08-23T17:10:55.167Z;28.53349510807227
47.583031;12.083365;795.163604;2024-08-23T17:10:57.282Z;28.932255087129473
47.582758;12.082927;794.879079;2024-08-23T17:11:02.152Z;29.168999145622728
47.582404;12.08194;794.345748;2024-08-23T17:11:12.912Z;29.64557180389752
47.582254;12.081668;794.178125;2024-08-23T17:11:15.948Z;29.399635413042606
47.581761;12.081172;794.647573;2024-08-23T17:11:24.935Z;29.99659122875578
47.58116;12.080567;795.967973;2024-08-23T17:11:43.892Z;28.536326218555978
47.581001;12.080443;796.294517;2024-08-23T17:11:48.211Z;29.35616031836034
